Rank,Name,Birth Date,Age,Debut,Final Game,Team,Profile Link
#,Name,Address,Age,Born on,First Game,Last Game,
1342.,Tom Bruno,,72.142,01-26-1953,08-01-1976,09-28-1979,https://www.baseball-almanac.com/players/player.php?p=brunoto01
1343.,Mike Rowland,,72.137,01-31-1953,07-25-1980,10-03-1981,https://www.baseball-almanac.com/players/player.php?p=rowlami01
1344.,Dave Revering,,72.125,02-12-1953,04-08-1978,10-01-1982,https://www.baseball-almanac.com/players/player.php?p=reverda01
1345.,Jamie Easterly,,72.120,02-17-1953,04-06-1974,10-02-1987,https://www.baseball-almanac.com/players/player.php?p=easteja01
1346.,Rick Lysander,,72.116,02-21-1953,04-12-1980,10-01-1985,https://www.baseball-almanac.com/players/player.php?p=lysanri01
1347.,Frank Riccelli,,72.113,02-24-1953,09-11-1976,06-17-1979,https://www.baseball-almanac.com/players/player.php?p=riccefr01
1348.,Mike Sember,,72.113,02-24-1953,08-18-1977,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=sembemi01
1349.,Ron Hassey,,72.110,02-27-1953,04-23-1978,09-03-1991,https://www.baseball-almanac.com/players/player.php?p=hassero01
1350.,Dave Tobik,,72.107,03-02-1953,08-26-1978,10-05-1985,https://www.baseball-almanac.com/players/player.php?p=tobikda01
1351.,Larry Wolfe,,72.107,03-02-1953,09-16-1977,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=wolfela01
1352.,Gerry Hannahs,,72.103,03-06-1953,09-08-1976,09-27-1979,https://www.baseball-almanac.com/players/player.php?p=hannage01
1353.,Jim Rice,,72.101,03-08-1953,08-19-1974,08-03-1989,https://www.baseball-almanac.com/players/player.php?p=riceji01
1354.,Don Werner,,72.101,03-08-1953,09-02-1975,09-19-1982,https://www.baseball-almanac.com/players/player.php?p=wernedo01
1355.,Tim Ireland,,72.095,03-14-1953,09-20-1981,05-25-1982,https://www.baseball-almanac.com/players/player.php?p=irelati01
1356.,Jay Franklin,,72.093,03-16-1953,09-04-1971,09-08-1971,https://www.baseball-almanac.com/players/player.php?p=frankja02
1357.,Rich Puig,,72.093,03-16-1953,09-13-1974,09-25-1974,https://www.baseball-almanac.com/players/player.php?p=puigri01
1358.,Randy Miller,,72.091,03-18-1953,09-07-1977,09-16-1978,https://www.baseball-almanac.com/players/player.php?p=millera05
1359.,Tim Corcoran,,72.090,03-19-1953,05-18-1977,06-06-1986,https://www.baseball-almanac.com/players/player.php?p=corcoti01
1360.,Dan Boitano,,72.087,03-22-1953,10-01-1978,10-01-1982,https://www.baseball-almanac.com/players/player.php?p=boitada01
1361.,Gary Alexander,,72.082,03-27-1953,09-12-1975,09-28-1981,https://www.baseball-almanac.com/players/player.php?p=alexaga01
1362.,Tom Hume,,72.080,03-29-1953,05-25-1977,10-02-1987,https://www.baseball-almanac.com/players/player.php?p=humeto01
1363.,Larry Murray,,72.077,04-01-1953,09-07-1974,09-23-1979,https://www.baseball-almanac.com/players/player.php?p=murrala01
1364.,Hector Cruz,,72.076,04-02-1953,08-11-1973,07-15-1982,https://www.baseball-almanac.com/players/player.php?p=cruzhe01
1365.,Kim Allen,,72.073,04-05-1953,09-02-1980,09-29-1981,https://www.baseball-almanac.com/players/player.php?p=allenki01
1366.,Mark Bomback,,72.064,04-14-1953,09-12-1978,07-21-1982,https://www.baseball-almanac.com/players/player.php?p=bombama01
1367.,Don Reynolds,,72.062,04-16-1953,04-07-1978,09-30-1979,https://www.baseball-almanac.com/players/player.php?p=reynodo01
1368.,Bruce Taylor,,72.062,04-16-1953,08-05-1977,05-22-1979,https://www.baseball-almanac.com/players/player.php?p=taylobr01
1369.,Joe Keener,,72.057,04-21-1953,09-18-1976,09-28-1976,https://www.baseball-almanac.com/players/player.php?p=keenejo01
1370.,Arturo DeFreites,,72.052,04-26-1953,09-07-1978,06-27-1979,https://www.baseball-almanac.com/players/player.php?p=defrear01
1371.,Keith Smith,,72.045,05-03-1953,08-02-1977,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=smithke01
1372.,Gary Christenson,,72.043,05-05-1953,09-01-1979,07-03-1980,https://www.baseball-almanac.com/players/player.php?p=chrisga01
1373.,Larry Andersen,,72.042,05-06-1953,09-05-1975,07-31-1994,https://www.baseball-almanac.com/players/player.php?p=anderla02
1374.,Ron Jackson,,72.039,05-09-1953,09-12-1975,09-29-1984,https://www.baseball-almanac.com/players/player.php?p=jacksro02
1375.,George Brett,,72.033,05-15-1953,08-02-1973,10-03-1993,https://www.baseball-almanac.com/players/player.php?p=brettge01
1376.,Rick Rhoden,,72.032,05-16-1953,07-05-1974,09-29-1989,https://www.baseball-almanac.com/players/player.php?p=rhoderi01
1377.,Rafael Landestoy,,72.020,05-28-1953,08-27-1977,09-30-1984,https://www.baseball-almanac.com/players/player.php?p=landera01
1378.,Mike Dupree,,72.019,05-29-1953,04-13-1976,05-19-1976,https://www.baseball-almanac.com/players/player.php?p=dupremi01
1379.,Ed Glynn,,72.014,06-03-1953,09-19-1975,05-18-1985,https://www.baseball-almanac.com/players/player.php?p=glynned01
1380.,Paul Siebert,,72.012,06-05-1953,09-07-1974,09-24-1978,https://www.baseball-almanac.com/players/player.php?p=siebepa01
1381.,Jack Kucek,,72.009,06-08-1953,08-08-1974,10-01-1980,https://www.baseball-almanac.com/players/player.php?p=kucekja01
1382.,Luis Aponte,,72.003,06-14-1953,09-04-1980,07-06-1984,https://www.baseball-almanac.com/players/player.php?p=apontlu01
1383.,Mark Lee,,72.003,06-14-1953,04-23-1978,10-04-1981,https://www.baseball-almanac.com/players/player.php?p=leema01
1384.,Tony Chevez,,71.362,06-20-1953,05-31-1977,06-08-1977,https://www.baseball-almanac.com/players/player.php?p=cheveto01
1385.,Charlie Moore,,71.361,06-21-1953,09-08-1973,10-04-1987,https://www.baseball-almanac.com/players/player.php?p=moorech02
1386.,Gene Pentz,,71.361,06-21-1953,07-29-1975,05-03-1978,https://www.baseball-almanac.com/players/player.php?p=pentzge01
1387.,Roy Thomas,,71.360,06-22-1953,09-21-1977,08-04-1987,https://www.baseball-almanac.com/players/player.php?p=thomaro02
1388.,Joe Zdeb,,71.355,06-27-1953,04-07-1977,05-29-1979,https://www.baseball-almanac.com/players/player.php?p=zdebjo01
1389.,Tony Armas,,71.350,07-02-1953,09-06-1976,10-01-1989,https://www.baseball-almanac.com/players/player.php?p=armasto01
1390.,Frank Tanana,,71.349,07-03-1953,09-09-1973,10-01-1993,https://www.baseball-almanac.com/players/player.php?p=tananfr01
1391.,John Verhoeven,,71.349,07-03-1953,07-06-1976,10-04-1981,https://www.baseball-almanac.com/players/player.php?p=verhojo01
1392.,Roy Branch,,71.340,07-12-1953,09-11-1979,09-18-1979,https://www.baseball-almanac.com/players/player.php?p=brancro01
1393.,Joe Cannon,,71.339,07-13-1953,09-22-1977,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=cannojo01
1394.,Billy Smith,,71.338,07-14-1953,04-13-1975,09-24-1981,https://www.baseball-almanac.com/players/player.php?p=smithbi05
1395.,Sheldon Mallory,,71.336,07-16-1953,04-10-1977,09-27-1977,https://www.baseball-almanac.com/players/player.php?p=mallosh01
1396.,Kevin Pasley,,71.330,07-22-1953,10-02-1974,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=pasleke01
1397.,Jerry Maddox,,71.324,07-28-1953,06-03-1978,06-16-1978,https://www.baseball-almanac.com/players/player.php?p=maddoje01
1398.,Mark Williams,,71.324,07-28-1953,05-20-1977,05-22-1977,https://www.baseball-almanac.com/players/player.php?p=willima02
1399.,Rick Bosetti,,71.316,08-05-1953,09-09-1976,05-26-1982,https://www.baseball-almanac.com/players/player.php?p=bosetri01
1400.,Jesus de la Rosa,,71.316,08-05-1953,08-03-1975,08-06-1975,https://www.baseball-almanac.com/players/player.php?p=delaje01
1401.,John Hale,,71.316,08-05-1953,09-08-1974,08-01-1979,https://www.baseball-almanac.com/players/player.php?p=halejo01
1402.,Al Woods,,71.313,08-08-1953,04-07-1977,10-02-1986,https://www.baseball-almanac.com/players/player.php?p=woodsal01
1403.,Tom Brookens,,71.311,08-10-1953,07-10-1979,09-30-1990,https://www.baseball-almanac.com/players/player.php?p=brookto01
1404.,Rex Hudson,,71.310,08-11-1953,07-27-1974,07-27-1974,https://www.baseball-almanac.com/players/player.php?p=hudsore01
1405.,Dennis Lewallyn,,71.310,08-11-1953,09-21-1975,04-27-1982,https://www.baseball-almanac.com/players/player.php?p=lewalde01
1406.,Dan Dumoulin,,71.301,08-20-1953,09-05-1977,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=dumouda01
1407.,Bob Lacey,,71.296,08-25-1953,05-13-1977,09-26-1984,https://www.baseball-almanac.com/players/player.php?p=laceybo01
1408.,Marv Foley,,71.292,08-29-1953,09-11-1978,09-30-1984,https://www.baseball-almanac.com/players/player.php?p=foleyma01
1409.,Juan Bernhardt,,71.290,08-31-1953,07-10-1976,04-08-1979,https://www.baseball-almanac.com/players/player.php?p=bernhju01
1410.,Bill Nahorodny,,71.290,08-31-1953,09-27-1976,09-25-1984,https://www.baseball-almanac.com/players/player.php?p=nahorbi01
1411.,Rob Wilfong,,71.289,09-01-1953,04-10-1977,05-08-1987,https://www.baseball-almanac.com/players/player.php?p=wilforo01
1412.,Danny Goodwin,,71.288,09-02-1953,09-03-1975,07-07-1982,https://www.baseball-almanac.com/players/player.php?p=goodwda01
1413.,Mike Paxton,,71.287,09-03-1953,05-25-1977,05-03-1980,https://www.baseball-almanac.com/players/player.php?p=paxtomi01
1414.,La Rue Washington,,71.283,09-07-1953,09-07-1978,09-30-1979,https://www.baseball-almanac.com/players/player.php?p=washila01
1415.,Steve Ratzer,,71.281,09-09-1953,10-05-1980,05-17-1981,https://www.baseball-almanac.com/players/player.php?p=ratzest01
1416.,Greg Keatley,,71.278,09-12-1953,09-27-1981,10-05-1981,https://www.baseball-almanac.com/players/player.php?p=keatlgr01
1417.,Chris Knapp,,71.274,09-16-1953,09-04-1975,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=knappch01
1418.,Mark DeJohn,,71.272,09-18-1953,04-28-1982,06-29-1982,https://www.baseball-almanac.com/players/player.php?p=dejohma01
1419.,Brian Asselstine,,71.267,09-23-1953,09-14-1976,10-03-1981,https://www.baseball-almanac.com/players/player.php?p=asselbr01
1420.,Dick Davis,,71.265,09-25-1953,07-12-1977,10-01-1982,https://www.baseball-almanac.com/players/player.php?p=davisdi02
1421.,Ed Putman,,71.265,09-25-1953,09-07-1976,09-26-1979,https://www.baseball-almanac.com/players/player.php?p=putmaed01
1422.,Jim Gideon,,71.264,09-26-1953,09-14-1975,09-14-1975,https://www.baseball-almanac.com/players/player.php?p=gideoji01
1423.,Warren Cromartie,,71.261,09-29-1953,09-06-1974,09-15-1991,https://www.baseball-almanac.com/players/player.php?p=cromawa01
1424.,Gene Richards,,71.261,09-29-1953,04-06-1977,09-30-1984,https://www.baseball-almanac.com/players/player.php?p=richage01
1425.,Dan Gonzales,,71.260,09-30-1953,04-07-1979,05-30-1980,https://www.baseball-almanac.com/players/player.php?p=gonzada01
1426.,Pete Falcone,,71.259,10-01-1953,04-13-1975,09-17-1984,https://www.baseball-almanac.com/players/player.php?p=falcope01
1427.,Kevin Kobel,,71.258,10-02-1953,09-08-1973,06-07-1980,https://www.baseball-almanac.com/players/player.php?p=kobelke01
1428.,Dave Schuler,,71.256,10-04-1953,09-17-1979,10-02-1985,https://www.baseball-almanac.com/players/player.php?p=schulda01
1429.,Kiko Garcia,,71.246,10-14-1953,09-11-1976,05-05-1985,https://www.baseball-almanac.com/players/player.php?p=garciki01
1430.,Rodney Scott,,71.244,10-16-1953,04-11-1975,08-21-1982,https://www.baseball-almanac.com/players/player.php?p=scottro01
1431.,Keith Hernandez,,71.240,10-20-1953,08-30-1974,07-24-1990,https://www.baseball-almanac.com/players/player.php?p=hernake01
1432.,Juan Eichelberger,,71.239,10-21-1953,09-07-1978,06-20-1988,https://www.baseball-almanac.com/players/player.php?p=eicheju01
1433.,Rich Wortham,,71.238,10-22-1953,05-03-1978,07-23-1983,https://www.baseball-almanac.com/players/player.php?p=worthri01
1434.,Bo McLaughlin,,71.237,10-23-1953,07-20-1976,07-09-1982,https://www.baseball-almanac.com/players/player.php?p=mclaubo01
1435.,Barry Bonnell,,71.233,10-27-1953,05-04-1977,07-12-1986,https://www.baseball-almanac.com/players/player.php?p=bonneba01
1436.,Randy McGilberry,,71.231,10-29-1953,09-06-1977,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=mcgilra01
1437.,Paul Hartzell,,71.227,11-02-1953,04-10-1976,09-24-1984,https://www.baseball-almanac.com/players/player.php?p=hartzpa01
1438.,Larry Herndon,,71.226,11-03-1953,09-04-1974,10-02-1988,https://www.baseball-almanac.com/players/player.php?p=herndla01
1439.,Roger Slagle,,71.225,11-04-1953,09-07-1979,09-07-1979,https://www.baseball-almanac.com/players/player.php?p=slaglro01
1440.,John Candelaria,,71.223,11-06-1953,06-08-1975,07-07-1993,https://www.baseball-almanac.com/players/player.php?p=candejo01
1441.,Larry Christenson,,71.219,11-10-1953,04-13-1973,06-03-1983,https://www.baseball-almanac.com/players/player.php?p=chrisla01
1442.,Larry Parrish,,71.219,11-10-1953,09-06-1974,10-02-1988,https://www.baseball-almanac.com/players/player.php?p=parrila01
1443.,Paul Thormodsgard,,71.219,11-10-1953,04-10-1977,09-08-1979,https://www.baseball-almanac.com/players/player.php?p=thormpa01
1444.,Kim Andrew,,71.215,11-14-1953,04-16-1975,04-21-1975,https://www.baseball-almanac.com/players/player.php?p=andreki01
1445.,Gil Rondon,,71.211,11-18-1953,04-10-1976,09-29-1979,https://www.baseball-almanac.com/players/player.php?p=rondogi01
1446.,Duane Theiss,,71.209,11-20-1953,08-05-1977,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=theisdu01
1447.,Rick Matula,,71.207,11-22-1953,04-08-1979,06-11-1981,https://www.baseball-almanac.com/players/player.php?p=matulri01
1448.,Sixto Lezcano,,71.201,11-28-1953,09-10-1974,09-29-1985,https://www.baseball-almanac.com/players/player.php?p=lezcasi01
1449.,Bob Pate,,71.196,12-03-1953,06-02-1980,06-10-1981,https://www.baseball-almanac.com/players/player.php?p=patebo01
1450.,Pat Putnam,,71.196,12-03-1953,09-02-1977,09-20-1984,https://www.baseball-almanac.com/players/player.php?p=putnapa01
1451.,Charlie Beamon,,71.195,12-04-1953,09-11-1978,09-22-1981,https://www.baseball-almanac.com/players/player.php?p=beamoch02
1452.,Gary Ward,,71.193,12-06-1953,09-03-1979,10-03-1990,https://www.baseball-almanac.com/players/player.php?p=wardga01
1453.,Roy Howell,,71.181,12-18-1953,09-09-1974,09-29-1984,https://www.baseball-almanac.com/players/player.php?p=howelro02
1454.,Paul Moskau,,71.179,12-20-1953,06-21-1977,05-31-1983,https://www.baseball-almanac.com/players/player.php?p=moskapa01
1455.,Jerry Manuel,,71.176,12-23-1953,09-18-1975,05-30-1982,https://www.baseball-almanac.com/players/player.php?p=manueje01
1456.,Steve Davis,,71.169,12-30-1953,09-23-1979,09-30-1979,https://www.baseball-almanac.com/players/player.php?p=davisst01
1457.,Jose Baez,,71.168,12-31-1953,04-06-1977,06-06-1978,https://www.baseball-almanac.com/players/player.php?p=baezjo01
1458.,John Littlefield,,71.163,01-05-1954,06-08-1980,10-04-1981,https://www.baseball-almanac.com/players/player.php?p=littljo01
1459.,Steve Comer,,71.155,01-13-1954,04-15-1978,09-15-1984,https://www.baseball-almanac.com/players/player.php?p=comerst01
1460.,Danny Boone,,71.154,01-14-1954,04-11-1981,09-30-1990,https://www.baseball-almanac.com/players/player.php?p=booneda02
1461.,George Cappuzzello,,71.153,01-15-1954,05-31-1981,08-05-1982,https://www.baseball-almanac.com/players/player.php?p=cappuge01
1462.,Dave Stapleton,,71.152,01-16-1954,05-30-1980,10-05-1986,https://www.baseball-almanac.com/players/player.php?p=staplda01
1463.,Scott McGregor,,71.150,01-18-1954,09-19-1976,04-27-1988,https://www.baseball-almanac.com/players/player.php?p=mcgresc01
1464.,Rich Gale,,71.149,01-19-1954,04-30-1978,09-28-1984,https://www.baseball-almanac.com/players/player.php?p=galeri01
1465.,Tim Jones,,71.144,01-24-1954,09-04-1977,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=jonesti01
1466.,Brian Doyle,,71.142,01-26-1954,04-30-1978,05-24-1981,https://www.baseball-almanac.com/players/player.php?p=doylebr01
1467.,Joe Kerrigan,,71.138,01-30-1954,07-09-1976,04-12-1980,https://www.baseball-almanac.com/players/player.php?p=kerrijo01
1468.,Dave Stegman,,71.138,01-30-1954,09-04-1978,07-22-1984,https://www.baseball-almanac.com/players/player.php?p=stegmda01
1469.,Mark Souza,,71.136,02-01-1954,04-22-1980,05-18-1980,https://www.baseball-almanac.com/players/player.php?p=souzama01
1470.,Puchy Delgado,,71.135,02-02-1954,09-06-1977,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=delgapu01
1471.,Rob Dressler,,71.135,02-02-1954,09-07-1975,10-01-1980,https://www.baseball-almanac.com/players/player.php?p=dressro01
1472.,John Tudor,,71.135,02-02-1954,08-16-1979,09-13-1990,https://www.baseball-almanac.com/players/player.php?p=tudorjo01
1473.,Al Javier,,71.133,02-04-1954,09-09-1976,10-01-1976,https://www.baseball-almanac.com/players/player.php?p=javieal01
1474.,Larry McWilliams,,71.127,02-10-1954,07-17-1978,05-12-1990,https://www.baseball-almanac.com/players/player.php?p=mcwilla01
1475.,Mike Macha,,71.120,02-17-1954,04-20-1979,05-26-1980,https://www.baseball-almanac.com/players/player.php?p=machami01
1476.,Dave Edwards,,71.113,02-24-1954,09-11-1978,10-02-1982,https://www.baseball-almanac.com/players/player.php?p=edwarda01
1477.,Bob Brenly,,71.112,02-25-1954,08-14-1981,10-01-1989,https://www.baseball-almanac.com/players/player.php?p=brenlbo01
1478.,Jeff Yurak,,71.111,02-26-1954,09-15-1978,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=yurakje01
1479.,John Poloni,,71.109,02-28-1954,09-16-1977,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=polonjo01
1480.,Mark Wagner,,71.105,03-04-1954,08-20-1976,09-30-1984,https://www.baseball-almanac.com/players/player.php?p=wagnema01
1481.,Mike Armstrong,,71.102,03-07-1954,08-12-1980,07-05-1987,https://www.baseball-almanac.com/players/player.php?p=armstmi01
1482.,Nyls Nyman,,71.102,03-07-1954,09-06-1974,04-07-1977,https://www.baseball-almanac.com/players/player.php?p=nymanny01
1483.,Larry Rothschild,,71.097,03-12-1954,09-11-1981,09-11-1982,https://www.baseball-almanac.com/players/player.php?p=rothsla01
1484.,Randy Bass,,71.096,03-13-1954,09-03-1977,06-07-1982,https://www.baseball-almanac.com/players/player.php?p=bassra01
1485.,Terry Leach,,71.096,03-13-1954,08-12-1981,06-23-1993,https://www.baseball-almanac.com/players/player.php?p=leachte01
1486.,Dan Duran,,71.093,03-16-1954,04-17-1981,06-10-1981,https://www.baseball-almanac.com/players/player.php?p=duranda01
1487.,Steve McCatty,,71.089,03-20-1954,09-17-1977,09-25-1985,https://www.baseball-almanac.com/players/player.php?p=mccatst01
1488.,Paul Mirabella,,71.089,03-20-1954,07-28-1978,09-27-1990,https://www.baseball-almanac.com/players/player.php?p=mirabpa01
1489.,Mike Ramsey,,71.080,03-29-1954,09-04-1978,05-30-1985,https://www.baseball-almanac.com/players/player.php?p=ramsemi01
1490.,Tom Tellmann,,71.080,03-29-1954,06-09-1979,06-02-1985,https://www.baseball-almanac.com/players/player.php?p=tellmto01
1491.,Larry Littleton,,71.075,04-03-1954,04-12-1981,05-26-1981,https://www.baseball-almanac.com/players/player.php?p=littlla01
1492.,Ken Clay,,71.072,04-06-1954,06-07-1977,10-02-1981,https://www.baseball-almanac.com/players/player.php?p=clayke01
1493.,Craig Mitchell,,71.064,04-14-1954,09-25-1975,09-25-1977,https://www.baseball-almanac.com/players/player.php?p=mitchcr01
1494.,Casey Parsons,,71.064,04-14-1954,05-31-1981,08-09-1987,https://www.baseball-almanac.com/players/player.php?p=parsoca01
